OverallQual,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageCars,GarageArea,ExterQual_TA,KitchenQual_TA,SalePrice
6,1928,1950,896,1172,1913,1,9,2,342,True,True,177000
7,2006,2006,728,728,1456,2,8,2,440,False,False,155835
4,1920,1950,960,960,960,1,5,1,308,True,False,108500
7,1968,2003,1568,2156,2156,2,9,2,508,True,True,262500
8,2006,2007,1732,1776,1776,2,7,3,712,False,False,283463
7,1998,1998,1482,1494,1494,2,5,2,514,False,False,215000
8,1872,1987,684,938,2358,2,8,0,0,True,True,122000
5,1969,1969,1248,1338,2634,2,12,4,968,True,True,200000
6,1962,1962,858,858,1716,1,8,2,490,True,True,171000
6,1937,2000,698,786,1176,1,4,2,624,False,True,134900
8,1995,1996,2033,2053,3238,2,9,3,666,False,False,410000
7,2000,2000,992,992,1865,2,7,3,839,False,False,235000
7,1968,1992,570,1222,1920,3,8,2,487,True,False,170000
5,1966,1966,864,892,892,1,5,1,264,True,True,110000
5,1971,2008,1078,1078,1078,1,6,2,500,True,True,149900
6,2000,2000,756,769,1573,2,5,2,440,False,False,177500
9,2004,2005,1980,1980,1980,2,8,3,770,False,False,315000
5,1921,1998,612,990,2601,3,8,2,621,True,True,189000
7,2005,2005,1530,1530,1530,2,7,2,430,False,False,260000
4,1920,2007,715,1281,1738,2,7,1,368,True,True,104900
6,2006,2007,616,616,1412,2,6,2,432,True,False,156932
7,2005,2005,600,520,1200,2,4,2,480,False,False,144152
7,2000,2000,814,814,1674,2,7,2,663,False,False,216000
7,1999,1999,873,882,1790,2,7,2,588,False,False,193000
5,1977,1977,757,925,1475,2,6,1,336,True,True,127000
6,2003,2004,848,848,848,1,4,2,420,False,False,144000
8,2003,2003,1657,1668,1668,2,8,2,502,False,False,232000
4,1920,1950,840,840,1374,1,6,1,338,False,True,105000
6,1955,1996,992,1661,1661,1,8,1,377,True,False,165500
7,1998,1998,1108,1108,2097,2,8,2,583,True,False,274300
10,2001,2002,2633,2633,2633,2,8,3,804,False,False,466500
7,2005,2005,1026,1026,1958,2,9,3,936,False,False,250000
8,2007,2007,1571,1571,1571,2,7,3,722,False,False,239000
6,1930,1950,768,790,790,1,4,1,160,True,True,91000
5,1941,1960,984,984,1604,2,6,2,660,True,True,117000
6,1973,1973,483,483,987,1,5,1,264,True,True,83000
5,2006,2007,384,754,1394,2,7,2,400,True,False,167500
3,1914,1950,864,864,864,1,5,1,200,True,True,58500
6,1970,1970,1205,2117,2117,2,7,2,550,True,True,237500
7,1920,1950,596,998,1762,1,8,2,576,True,False,157000
5,1918,2007,816,1416,1416,2,7,2,576,True,False,112000
6,1939,1950,560,698,1258,1,6,1,280,True,True,105000
4,1922,2007,796,796,1154,1,7,1,240,True,False,125500
7,1978,1978,1392,1392,2784,3,12,2,564,True,False,250000
6,1916,1950,714,1664,2526,2,10,1,216,True,False,136000
9,2006,2007,1746,1746,1746,2,7,3,758,False,False,377500
6,1941,1950,735,869,1218,1,6,2,440,True,True,131000
7,2000,2000,1525,1525,1525,2,6,2,541,False,False,235000
5,1967,1967,1584,1584,1584,2,8,3,792,True,True,124000
5,1967,1967,864,900,900,1,6,1,288,True,True,123000
6,1905,2000,482,1221,1912,2,7,2,672,True,True,163000
7,2006,2006,1356,1500,1500,2,6,3,648,False,False,246578
8,2005,2006,1094,1133,2482,2,9,3,642,False,False,281213
5,1948,1950,747,1687,1687,1,7,2,572,True,True,160000
5,1920,2004,939,939,1513,1,8,1,180,True,True,137500
5,1950,1982,1208,1136,1904,1,7,1,240,True,True,138000
6,1925,1990,976,1160,1608,2,7,1,216,True,False,137450
6,1929,1950,862,950,1158,1,5,1,208,True,True,120000
6,2004,2004,839,864,1593,2,8,2,398,True,True,193000
7,2006,2006,1286,1294,1294,2,6,2,662,False,False,193879
8,2007,2007,1485,1464,1464,2,6,3,754,False,False,282922
3,1915,1950,672,694,1214,1,6,3,936,True,True,105000
8,2004,2005,1594,1646,1646,2,5,2,482,False,False,275000
5,1972,2007,768,768,768,1,5,2,396,True,True,133000
5,1985,1985,833,833,833,1,5,0,0,True,True,112000
4,1910,1950,622,741,1363,1,6,2,528,True,True,125500
7,1986,1991,791,1236,2093,2,7,2,542,True,True,215000
7,2001,2001,944,944,1840,2,6,2,622,False,False,230000
6,1950,2005,856,1112,1668,1,6,1,271,True,True,140000
4,1949,1950,0,1040,1040,2,6,2,420,True,True,90000
8,2005,2006,1844,1844,1844,2,7,2,620,False,False,257000
6,1923,2000,833,1053,1848,1,8,2,370,True,False,207000
7,2007,2007,1386,1569,1569,2,7,3,660,False,False,175900
4,1885,1950,777,1246,2290,2,11,2,560,True,True,122500
8,1998,1998,1284,1310,2450,2,7,3,1069,False,False,340000
5,1963,1963,1144,1144,1144,1,6,1,336,True,True,124000
6,1969,1969,1844,1844,1844,2,7,2,540,False,False,223000
6,1968,1968,708,708,1416,2,7,2,776,True,True,179900
6,1977,1977,1069,1069,1069,2,4,2,440,True,True,127500
6,2003,2003,848,848,848,1,3,2,420,False,False,136500
6,1966,1966,697,1575,2201,2,8,2,432,False,False,274970
5,1958,1983,1024,1344,1344,1,6,1,484,True,True,144000
6,1959,1959,1252,1252,1252,1,7,2,528,False,False,142000
7,1994,1994,1223,1223,2127,2,5,2,525,False,False,271000
5,1945,1950,913,1048,1558,1,6,1,288,True,True,140000
5,1940,1992,788,804,804,1,4,1,240,True,False,119000
6,1981,1981,1440,1440,1440,2,7,2,467,False,False,182900
5,2005,2005,732,734,1838,2,7,2,372,False,True,192140
6,1976,1976,958,958,958,2,5,2,440,True,True,143750
4,1927,2007,656,968,968,2,5,1,216,True,True,64500
6,2000,2000,936,962,1792,2,8,2,451,True,True,186500
5,1977,1977,1126,1126,1126,2,5,2,484,True,True,160000
6,1962,2005,1319,1537,1537,1,7,2,462,False,False,174000
4,1971,1971,864,864,864,1,5,2,528,True,True,120500
8,2008,2008,1932,1932,1932,2,7,3,774,False,False,394617
6,1957,1996,912,1236,1236,1,6,2,923,True,True,149700
7,1979,1979,539,1040,1725,2,6,2,550,True,True,197000
6,1922,1994,588,1423,2555,2,11,2,672,True,True,191000
6,2004,2004,848,848,848,1,3,2,420,False,False,149300
10,2008,2008,1017,1026,2007,2,10,3,812,False,False,310000
6,1916,1950,952,952,952,1,4,1,192,True,False,121000
7,2004,2004,1422,1422,1422,2,7,2,626,False,False,179600
6,1966,1966,814,913,913,1,6,1,240,True,True,129000
5,1962,1962,1188,1188,1188,1,6,1,312,True,True,157900
8,1995,1996,1220,1220,2090,2,8,2,556,False,False,240000
4,1910,2000,560,796,1346,1,6,1,384,True,True,112000
5,1970,1970,630,630,630,1,3,0,0,True,False,92000
5,1974,1974,896,896,1792,2,8,0,0,True,True,136000
8,2008,2009,1573,1578,1578,2,7,3,840,False,False,287090
5,2005,2005,547,1072,1072,1,5,2,525,True,True,145000
5,2006,2006,1140,1140,1140,1,6,0,0,True,True,84500
7,2004,2005,1221,1221,1221,2,6,2,400,False,False,185000
6,1999,2000,953,953,1647,2,7,2,460,True,True,175000
6,1978,1988,1542,2073,2073,2,7,2,500,True,True,210000
7,1941,2006,1152,1188,2340,2,9,1,252,False,False,266500
5,1950,1996,1078,1078,1078,1,5,1,240,True,False,142125
5,1965,1965,1256,1256,1256,1,6,1,276,False,True,147500
